timestamp,datetime,device_id,AerationFlow1,AerationFlow2,AerationPressure1,AerationPressure2
1758604907858,2025-09-23 13:21:47,ewon_gateway,45.6562,34.5688,23.0034,0.0
1758604964590,2025-09-23 13:22:44,ewon_gateway,45.9194,35.0483,22.7864,0.0
1758605147638,2025-09-23 13:25:47,ewon_gateway,49.8975,30.3088,23.2205,0.0
1758605216485,2025-09-23 13:26:56,ewon_gateway,47.2075,36.5815,23.0034,0.0
1758605562200,2025-09-23 13:32:42,ewon_gateway,48.0259,31.4656,23.2205,0.0
1758605620728,2025-09-23 13:33:40,ewon_gateway,44.1606,38.0391,23.4375,0.0
1758605746160,2025-09-23 13:35:46,ewon_gateway,53.0005,43.1641,23.0034,0.0
1758605806217,2025-09-23 13:36:46,ewon_gateway,45.9194,32.7256,22.7864,0.0
1758605861935,2025-09-23 13:37:41,ewon_gateway,46.8506,37.2397,23.4375,0.0
1758605926835,2025-09-23 13:38:46,ewon_gateway,50.9507,36.5815,23.8716,0.0
1758605998141,2025-09-23 13:39:58,ewon_gateway,46.7095,37.2676,23.2205,0.0
1758606064105,2025-09-23 13:41:04,ewon_gateway,46.1919,36.271,22.7864,0.0
1758606117335,2025-09-23 13:41:57,ewon_gateway,45.7222,34.9639,22.7864,0.0
1758606363883,2025-09-23 13:46:03,ewon_gateway,46.6719,33.6943,22.7864,0.0
1758606442320,2025-09-23 13:47:22,ewon_gateway,53.0947,36.9292,23.4375,0.0
1758606460228,2025-09-23 13:47:40,ewon_gateway,49.5117,30.45,22.3525,0.0
1758606579415,2025-09-23 13:49:39,ewon_gateway,46.9536,35.5469,23.2205,0.0
1758606839717,2025-09-23 13:53:59,ewon_gateway,49.3799,35.5093,22.7864,0.0
1758606884719,2025-09-23 13:54:44,ewon_gateway,46.4648,42.1577,23.0034,0.0
1758606970079,2025-09-23 13:56:10,ewon_gateway,48.355,37.0796,22.3525,0.0
1758607492953,2025-09-23 14:04:52,ewon_gateway,46.0322,34.1553,22.7864,0.0
1758607574543,2025-09-23 14:06:14,ewon_gateway,48.7876,31.24,22.3525,0.0
1758607622210,2025-09-23 14:07:02,ewon_gateway,48.8721,37.3994,22.7864,0.0
1758607680621,2025-09-23 14:08:00,ewon_gateway,49.0981,27.2903,22.7864,0.0
1758607749069,2025-09-23 14:09:09,ewon_gateway,45.1484,35.6973,22.7864,0.0
1758607796753,2025-09-23 14:09:56,ewon_gateway,46.6719,30.384,23.0034,0.0
1758607886524,2025-09-23 14:11:26,ewon_gateway,50.8848,34.6348,23.0034,0.0
1758607915493,2025-09-23 14:11:55,ewon_gateway,46.1265,31.7666,23.2205,0.0
1758608004410,2025-09-23 14:13:24,ewon_gateway,47.0195,37.6816,23.0034,0.0
1758608041596,2025-09-23 14:14:01,ewon_gateway,46.333,37.1924,23.0034,0.0
1758608271669,2025-09-23 14:17:51,ewon_gateway,50.6216,37.0703,22.3525,0.0
1758608288116,2025-09-23 14:18:08,ewon_gateway,45.3833,38.7725,22.7864,0.0
1758608305976,2025-09-23 14:18:25,ewon_gateway,51.1763,35.1519,23.2205,0.0
1758608364240,2025-09-23 14:19:24,ewon_gateway,45.7974,35.8853,23.0034,0.0
1758608472877,2025-09-23 14:21:12,ewon_gateway,51.8628,31.8887,23.0034,0.0
1758608491534,2025-09-23 14:21:31,ewon_gateway,50.0947,31.6255,22.7864,0.0
1758608663764,2025-09-23 14:24:23,ewon_gateway,50.0571,30.0173,23.0034,0.0
1758608694715,2025-09-23 14:24:54,ewon_gateway,44.6782,38.3965,22.7864,0.0
1758608765971,2025-09-23 14:26:05,ewon_gateway,47.5181,33.6001,23.0034,0.0
1758608822167,2025-09-23 14:27:02,ewon_gateway,48.4116,33.4121,23.0034,0.0
1758608887456,2025-09-23 14:28:07,ewon_gateway,48.5337,36.1206,23.0034,0.0
1758608950347,2025-09-23 14:29:10,ewon_gateway,48.9287,38.603,23.0034,0.0
1758609018992,2025-09-23 14:30:18,ewon_gateway,47.4521,39.9199,23.0034,0.0
1758609064484,2025-09-23 14:31:04,ewon_gateway,45.8911,33.1113,23.2205,0.0
1758609121172,2025-09-23 14:32:01,ewon_gateway,48.5244,40.3242,22.7864,0.0
1758609200176,2025-09-23 14:33:20,ewon_gateway,48.5054,37.644,23.2205,0.0
1758609377223,2025-09-23 14:36:17,ewon_gateway,49.8599,40.4839,22.1355,0.0
1758609393002,2025-09-23 14:36:33,ewon_gateway,40.3901,37.0513,23.0034,0.0
1758609407600,2025-09-23 14:36:47,ewon_gateway,46.9351,24.9863,22.7864,0.0
1758609449637,2025-09-23 14:37:29,ewon_gateway,46.5308,36.6753,23.2205,0.0
1758609485288,2025-09-23 14:38:05,ewon_gateway,49.4458,37.8789,23.0034,0.0
1758610712982,2025-09-23 14:58:32,ewon_gateway,45.9478,31.7007,22.7864,0.0
1758610773009,2025-09-23 14:59:33,ewon_gateway,47.0386,33.3369,22.3525,0.0
1758610952418,2025-09-23 15:02:32,ewon_gateway,45.6187,35.5562,23.4375,0.0
1758610991574,2025-09-23 15:03:11,ewon_gateway,45.4775,35.4717,23.0034,0.0
1758611008482,2025-09-23 15:03:28,ewon_gateway,53.4424,30.2808,22.3525,0.0
1758611069432,2025-09-23 15:04:29,ewon_gateway,51.7778,38.3306,23.8716,0.0
1758611147481,2025-09-23 15:05:47,ewon_gateway,48.3364,30.1489,22.3525,0.0
1758611200659,2025-09-23 15:06:40,ewon_gateway,45.2329,34.1553,23.0034,0.0
1758611265786,2025-09-23 15:07:45,ewon_gateway,45.186,34.8228,22.7864,0.0
1758611323359,2025-09-23 15:08:43,ewon_gateway,46.3706,38.2554,23.0034,0.0
1758611449373,2025-09-23 15:10:49,ewon_gateway,47.3584,29.6882,23.0034,0.0
1758611500661,2025-09-23 15:11:40,ewon_gateway,48.8628,37.2207,23.0034,0.0
1758611629608,2025-09-23 15:13:49,ewon_gateway,46.1919,32.0957,23.0034,0.0
1758611672075,2025-09-23 15:14:32,ewon_gateway,48.1104,38.293,22.7864,0.0
1758611743256,2025-09-23 15:15:43,ewon_gateway,46.7095,34.5405,22.7864,0.0
1758611791140,2025-09-23 15:16:31,ewon_gateway,45.2144,36.2803,23.2205,0.0
1758611982914,2025-09-23 15:19:42,ewon_gateway,47.9316,41.5371,23.0034,0.0
1758612101695,2025-09-23 15:21:41,ewon_gateway,46.5493,31.4749,23.0034,0.0
1758612227291,2025-09-23 15:23:47,ewon_gateway,41.6597,35.0859,23.2205,0.0
1758612247208,2025-09-23 15:24:07,ewon_gateway,49.8223,34.5879,22.1355,0.0
1758612326700,2025-09-23 15:25:26,ewon_gateway,46.0415,37.3149,22.3525,0.0
1758612408968,2025-09-23 15:26:48,ewon_gateway,46.3706,36.0737,23.0034,0.0
1758612464766,2025-09-23 15:27:44,ewon_gateway,47.4521,36.1206,22.7864,0.0
1758612633764,2025-09-23 15:30:33,ewon_gateway,48.167,36.064,23.2205,0.0
1758612878691,2025-09-23 15:34:38,ewon_gateway,46.4648,37.644,22.3525,0.0
1758612958507,2025-09-23 15:35:58,ewon_gateway,42.7031,37.3335,22.7864,0.0
1758613054722,2025-09-23 15:37:34,ewon_gateway,47.791,33.9668,22.3525,0.0
1758613114710,2025-09-23 15:38:34,ewon_gateway,47.1323,35.876,22.7864,0.0
1758613173043,2025-09-23 15:39:33,ewon_gateway,50.3862,33.0361,22.7864,0.0
1758613239098,2025-09-23 15:40:39,ewon_gateway,47.7812,32.7729,23.2205,0.0
1758613313185,2025-09-23 15:41:53,ewon_gateway,43.145,41.0669,23.0034,0.0
1758613369535,2025-09-23 15:42:49,ewon_gateway,47.8472,30.9014,22.7864,0.0
1758613413877,2025-09-23 15:43:33,ewon_gateway,47.5371,27.3655,22.1355,0.0
1758613470875,2025-09-23 15:44:30,ewon_gateway,48.5054,37.3052,22.3525,0.0
1758613547591,2025-09-23 15:45:47,ewon_gateway,47.5181,34.3525,23.0034,0.0
1758613660378,2025-09-23 15:47:40,ewon_gateway,44.7158,33.4873,23.2205,0.0
1758613709560,2025-09-23 15:48:29,ewon_gateway,49.7939,30.3372,22.7864,0.0
1758613831057,2025-09-23 15:50:31,ewon_gateway,47.5181,32.3589,23.2205,0.0
1758613899087,2025-09-23 15:51:39,ewon_gateway,45.8066,34.1646,22.7864,0.0
1758613966499,2025-09-23 15:52:46,ewon_gateway,48.8159,43.0796,23.2205,0.0
1758614017517,2025-09-23 15:53:37,ewon_gateway,56.7056,37.6157,22.7864,0.0
1758614069021,2025-09-23 15:54:29,ewon_gateway,47.8379,34.4277,23.0034,0.0
1758614176859,2025-09-23 15:56:16,ewon_gateway,50.3677,35.5186,23.4375,0.0
1758614254726,2025-09-23 15:57:34,ewon_gateway,46.1919,30.3748,23.0034,0.0
1758614406240,2025-09-23 16:00:06,ewon_gateway,45.1387,36.9385,23.0034,0.0
1758614421310,2025-09-23 16:00:21,ewon_gateway,52.0132,35.9512,23.2205,0.0
1758614452087,2025-09-23 16:00:52,ewon_gateway,48.2612,33.3184,23.2205,0.0
1758614487272,2025-09-23 16:01:27,ewon_gateway,50.6968,36.6284,22.7864,0.0
1758614707380,2025-09-23 16:05:07,ewon_gateway,47.2358,33.5249,22.3525,0.0
1758614725493,2025-09-23 16:05:25,ewon_gateway,47.5371,31.7478,23.0034,0.0
1758614741450,2025-09-23 16:05:41,ewon_gateway,46.7656,31.7947,24.0886,0.0
1758614801393,2025-09-23 16:06:41,ewon_gateway,48.4395,32.3589,22.3525,0.0
1758614849664,2025-09-23 16:07:29,ewon_gateway,52.4082,38.9512,22.7864,0.0
1758614967384,2025-09-23 16:09:27,ewon_gateway,50.6968,34.4746,22.7864,0.0
1758615041867,2025-09-23 16:10:41,ewon_gateway,49.0605,30.1677,22.3525,0.0
1758615147591,2025-09-23 16:12:27,ewon_gateway,48.4302,35.0298,22.7864,0.0
1758615167096,2025-09-23 16:12:47,ewon_gateway,47.1323,35.2271,23.0034,0.0
1758615218914,2025-09-23 16:13:38,ewon_gateway,49.0132,33.5908,23.0034,0.0
1758615283308,2025-09-23 16:14:43,ewon_gateway,47.0669,30.4783,23.0034,0.0
1758615467501,2025-09-23 16:17:47,ewon_gateway,44.5557,33.4312,23.2205,0.0
1758615479497,2025-09-23 16:17:59,ewon_gateway,47.7534,32.7539,23.0034,0.0
1758615505548,2025-09-23 16:18:25,ewon_gateway,46.6997,37.1646,23.0034,0.0
1758615586250,2025-09-23 16:19:46,ewon_gateway,50.9976,31.2021,23.0034,0.0
1758615646859,2025-09-23 16:20:46,ewon_gateway,48.9473,29.5754,23.4375,0.0
1758615696645,2025-09-23 16:21:36,ewon_gateway,52.6807,31.71,23.0034,0.0
1758615754134,2025-09-23 16:22:34,ewon_gateway,51.5337,28.6538,23.2205,0.0
1758615817968,2025-09-23 16:23:37,ewon_gateway,44.8193,30.0173,22.7864,0.0
1758615961094,2025-09-23 16:26:01,ewon_gateway,45.7222,38.8477,23.4375,0.0
1758616013100,2025-09-23 16:26:53,ewon_gateway,47.2734,35.876,23.8716,0.0
1758616058069,2025-09-23 16:27:38,ewon_gateway,50.2168,27.958,22.7864,0.0
1758616117196,2025-09-23 16:28:37,ewon_gateway,47.4712,31.1082,22.7864,0.0
1758616204721,2025-09-23 16:30:04,ewon_gateway,45.8159,40.5591,22.3525,0.0
1758616244387,2025-09-23 16:30:44,ewon_gateway,44.5747,30.939,23.0034,0.0
1758616298848,2025-09-23 16:31:38,ewon_gateway,44.8755,37.127,23.0034,0.0
1758616372887,2025-09-23 16:32:52,ewon_gateway,44.9697,37.2959,22.3525,0.0
1758616417164,2025-09-23 16:33:37,ewon_gateway,46.2676,38.9512,23.0034,0.0
1758616473378,2025-09-23 16:34:33,ewon_gateway,43.4932,36.2144,23.2205,0.0
1758616563810,2025-09-23 16:36:03,ewon_gateway,49.7656,38.1987,23.0034,0.0
1758616599310,2025-09-23 16:36:39,ewon_gateway,48.6655,37.3809,22.7864,0.0
1758616668450,2025-09-23 16:37:48,ewon_gateway,45.8066,37.7285,23.0034,0.0
1758616805947,2025-09-23 16:40:05,ewon_gateway,49.6152,37.9731,23.0034,0.0
1758616843047,2025-09-23 16:40:43,ewon_gateway,44.396,33.4966,23.0034,0.0
1758617000209,2025-09-23 16:43:20,ewon_gateway,46.3145,35.6221,22.3525,0.0
1758617010840,2025-09-23 16:43:30,ewon_gateway,48.1011,36.2144,23.4375,0.0
1758617027588,2025-09-23 16:43:47,ewon_gateway,43.8975,33.3369,22.7864,0.0
1758617188997,2025-09-23 16:46:28,ewon_gateway,46.2202,29.4814,23.2205,0.0
1758617276897,2025-09-23 16:47:56,ewon_gateway,49.1919,28.729,23.0034,0.0
1758617547060,2025-09-23 16:52:27,ewon_gateway,51.1196,37.2207,23.4375,0.0
1758617615775,2025-09-23 16:53:35,ewon_gateway,50.2734,33.6753,23.0034,0.0
1758617684364,2025-09-23 16:54:44,ewon_gateway,49.606,37.7852,23.4375,0.0
1758617799280,2025-09-23 16:56:39,ewon_gateway,45.0449,42.0073,23.0034,0.0
1758617856295,2025-09-23 16:57:36,ewon_gateway,47.2832,34.2397,22.7864,0.0
1758617983145,2025-09-23 16:59:43,ewon_gateway,47.7534,30.939,22.7864,0.0
1758618042331,2025-09-23 17:00:42,ewon_gateway,49.1167,33.4966,23.4375,0.0
1758618093897,2025-09-23 17:01:33,ewon_gateway,48.8252,40.9258,22.7864,0.0
1758618159216,2025-09-23 17:02:39,ewon_gateway,48.4585,33.9292,23.2205,0.0
1758618214256,2025-09-23 17:03:34,ewon_gateway,46.4365,37.9731,23.2205,0.0
1758618265899,2025-09-23 17:04:25,ewon_gateway,47.9224,39.3647,23.2205,0.0
1758618334851,2025-09-23 17:05:34,ewon_gateway,49.2578,36.5532,23.0034,0.0
1758618392277,2025-09-23 17:06:32,ewon_gateway,45.7031,41.5371,23.2205,0.0
1758618461440,2025-09-23 17:07:41,ewon_gateway,47.2642,42.2329,23.4375,0.0
1758618527044,2025-09-23 17:08:47,ewon_gateway,53.0664,44.396,22.7864,0.0
1758618574862,2025-09-23 17:09:34,ewon_gateway,48.4395,39.3555,23.2205,0.0
1758618635541,2025-09-23 17:10:35,ewon_gateway,46.4556,35.1426,22.7864,0.0
1758618695596,2025-09-23 17:11:35,ewon_gateway,46.7656,38.2456,23.2205,0.0
1758618760916,2025-09-23 17:12:40,ewon_gateway,42.647,41.0107,23.2205,0.0
1758618813055,2025-09-23 17:13:33,ewon_gateway,50.2168,38.2456,22.3525,0.0
1758618884492,2025-09-23 17:14:44,ewon_gateway,45.0449,34.1455,23.0034,0.0
1758619000525,2025-09-23 17:16:40,ewon_gateway,48.9663,36.7505,23.0034,0.0
1758619017337,2025-09-23 17:16:57,ewon_gateway,52.0132,40.2769,22.7864,0.0
1758619060472,2025-09-23 17:17:40,ewon_gateway,50.9316,39.0732,23.2205,0.0
1758619114878,2025-09-23 17:18:34,ewon_gateway,48.8252,34.4185,22.3525,0.0
1758619187136,2025-09-23 17:19:47,ewon_gateway,51.355,35.3213,22.3525,0.0
1758619237701,2025-09-23 17:20:37,ewon_gateway,45.6841,32.9233,23.0034,0.0
1758619314270,2025-09-23 17:21:54,ewon_gateway,43.5684,41.5747,22.3525,0.0
1758619421071,2025-09-23 17:23:41,ewon_gateway,49.9351,41.9414,23.4375,0.0
1758619473650,2025-09-23 17:24:33,ewon_gateway,47.4429,39.9009,23.0034,0.0
1758619533091,2025-09-23 17:25:33,ewon_gateway,47.6875,39.7036,23.2205,0.0
1758619598286,2025-09-23 17:26:38,ewon_gateway,48.9097,43.1172,22.7864,0.0
1758619669303,2025-09-23 17:27:49,ewon_gateway,45.9478,35.7539,23.2205,0.0
1758619716388,2025-09-23 17:28:36,ewon_gateway,51.2607,37.5312,23.4375,0.0
1758619831808,2025-09-23 17:30:31,ewon_gateway,44.603,38.7632,22.7864,0.0
1758619893472,2025-09-23 17:31:33,ewon_gateway,48.8345,33.7695,23.2205,0.0
1758620008912,2025-09-23 17:33:28,ewon_gateway,49.2861,35.1987,23.2205,0.0
1758620070300,2025-09-23 17:34:30,ewon_gateway,48.7593,33.7319,23.0034,0.0
1758620133715,2025-09-23 17:35:33,ewon_gateway,46.8882,38.3306,23.0034,0.0
1758620200799,2025-09-23 17:36:40,ewon_gateway,47.6777,33.1582,23.0034,0.0
1758620259078,2025-09-23 17:37:39,ewon_gateway,50.123,37.6909,22.7864,0.0
1758620306391,2025-09-23 17:38:26,ewon_gateway,46.7656,35.8574,23.0034,0.0
1758620370572,2025-09-23 17:39:30,ewon_gateway,52.0317,40.1738,23.2205,0.0
1758620466215,2025-09-23 17:41:06,ewon_gateway,45.4492,30.8542,23.0034,0.0
1758620513155,2025-09-23 17:41:53,ewon_gateway,49.3896,33.2148,23.0034,0.0
1758620566359,2025-09-23 17:42:46,ewon_gateway,50.7529,29.5471,23.2205,0.0
1758620670320,2025-09-23 17:44:30,ewon_gateway,43.7939,32.5659,23.4375,0.0
1758620747703,2025-09-23 17:45:47,ewon_gateway,47.2832,35.8574,23.4375,0.0
1758620810493,2025-09-23 17:46:50,ewon_gateway,45.2144,41.1138,22.7864,0.0
1758620865434,2025-09-23 17:47:45,ewon_gateway,47.0293,36.7788,22.7864,0.0
1758620918137,2025-09-23 17:48:38,ewon_gateway,48.8721,36.873,22.7864,0.0
1758620988818,2025-09-23 17:49:48,ewon_gateway,50.7812,32.9795,23.2205,0.0
1758621034820,2025-09-23 17:50:34,ewon_gateway,44.979,34.5781,23.0034,0.0
1758621089365,2025-09-23 17:51:29,ewon_gateway,45.9663,35.1426,22.3525,0.0
1758621151158,2025-09-23 17:52:31,ewon_gateway,50.6025,40.5308,23.0034,0.0
1758621217086,2025-09-23 17:53:37,ewon_gateway,46.0513,41.9414,23.4375,0.0
1758621278496,2025-09-23 17:54:38,ewon_gateway,49.0132,38.1987,23.0034,0.0
1758621334485,2025-09-23 17:55:34,ewon_gateway,49.3706,38.3774,23.2205,0.0
1758621384006,2025-09-23 17:56:24,ewon_gateway,47.96,36.7505,23.0034,0.0
1758621454160,2025-09-23 17:57:34,ewon_gateway,52.2954,37.5781,23.0034,0.0
1758621638033,2025-09-23 18:00:38,ewon_gateway,46.7847,34.2305,23.0034,0.0
1758621652367,2025-09-23 18:00:52,ewon_gateway,49.8032,37.6157,22.3525,0.0
1758621700582,2025-09-23 18:01:40,ewon_gateway,50.687,37.061,23.0034,0.0
1758621755240,2025-09-23 18:02:35,ewon_gateway,44.8193,35.8008,22.7864,0.0
1758621815140,2025-09-23 18:03:35,ewon_gateway,49.6338,36.7695,23.2205,0.0
1758621872916,2025-09-23 18:04:32,ewon_gateway,46.2954,37.8037,22.7864,0.0
1758621952923,2025-09-23 18:05:52,ewon_gateway,48.9097,37.2021,22.7864,0.0
1758622007987,2025-09-23 18:06:47,ewon_gateway,47.189,44.9507,23.2205,0.0
1758622065926,2025-09-23 18:07:45,ewon_gateway,47.5088,37.6157,23.4375,0.0
1758622116407,2025-09-23 18:08:36,ewon_gateway,49.3896,36.9199,23.0034,0.0
1758622168651,2025-09-23 18:09:28,ewon_gateway,47.377,34.1831,23.4375,0.0
1758622234709,2025-09-23 18:10:34,ewon_gateway,50.2358,36.2144,23.4375,0.0
1758622297819,2025-09-23 18:11:37,ewon_gateway,50.123,40.5308,22.3525,0.0
1758622360912,2025-09-23 18:12:40,ewon_gateway,48.9756,37.625,23.4375,0.0
1758622426929,2025-09-23 18:13:46,ewon_gateway,46.5591,43.8789,23.0034,0.0
1758622478141,2025-09-23 18:14:38,ewon_gateway,52.3613,33.4121,22.7864,0.0
1758622534991,2025-09-23 18:15:34,ewon_gateway,45.2329,32.9326,21.9185,0.0
1758622593502,2025-09-23 18:16:33,ewon_gateway,51.2983,35.0483,23.2205,0.0
1758622662776,2025-09-23 18:17:42,ewon_gateway,49.1543,38.7158,22.7864,0.0
1758622711838,2025-09-23 18:18:31,ewon_gateway,46.1919,35.5659,23.2205,0.0
1758622786173,2025-09-23 18:19:46,ewon_gateway,47.0293,39.5249,22.7864,0.0
1758622831811,2025-09-23 18:20:31,ewon_gateway,45.0542,40.3145,23.0034,0.0
